,Unnamed: 0,id,title,subcategories,abstract,doi,created,updated,authors,main_categories
74,73,1404.2458,r-extreme signalling for congestion control,"['math.oc', 'cs.ai', 'cs.ma']","in many ""smart city"" applications, congestion arises in part due to the nature of signals received by individuals from a central authority. in the model of marecek et al. [arxiv:1406.7639, int. j. control 88(10), 2015], each agent uses one out of multiple resources at each time instant. the per-use cost of a resource depends on the number of concurrent users. a central authority has up-to-date knowledge of the congestion across all resources and uses randomisation to provide a scalar or an interval for each resource at each time. in this paper, the interval to broadcast per resource is obtained by taking the minima and maxima of costs observed within a time window of length r, rather than by randomisation. we show that the resulting distribution of agents across resources also converges in distribution, under plausible assumptions about the evolution of the population over time.",10.1080/00207179.2016.1146968,4/9/2014,3/31/2016,"['marecek', 'shorten', 'yu']",['cs']
75,37,1303.2054,mining representative unsubstituted graph patterns using prior   similarity matrix,"['cs.ce', 'cs.lg']","one of the most powerful techniques to study protein structures is to look for recurrent fragments (also called substructures or spatial motifs), then use them as patterns to characterize the proteins under study. an emergent trend consists in parsing proteins three-dimensional (3d) structures into graphs of amino acids. hence, the search of recurrent spatial motifs is formulated as a process of frequent subgraph discovery where each subgraph represents a spatial motif. in this scope, several efficient approaches for frequent subgraph discovery have been proposed in the literature. however, the set of discovered frequent subgraphs is too large to be efficiently analyzed and explored in any further process. in this paper, we propose a novel pattern selection approach that shrinks the large number of discovered frequent subgraphs by selecting the representative ones. existing pattern selection approaches do not exploit the domain knowledge. yet, in our approach we incorporate the evolutionary information of amino acids defined in the substitution matrices in order to select the representative subgraphs. we show the effectiveness of our approach on a number of real datasets. the results issued from our experiments show that our approach is able to considerably decrease the number of motifs while enhancing their interestingness.",10.1016/j.is.2017.05.006,3/8/2013,,"['dhifli', 'saidi', 'nguifo']",['math']
76,86,1407.6169,multiplicative complexity of vector valued boolean functions,['cs.cc'],"we consider the multiplicative complexity of boolean functions with multiple bits of output, studying how large a multiplicative complexity is necessary and sufficient to provide a desired nonlinearity. for so-called $\sigma\pi\sigma$ circuits, we show that there is a tight connection between error correcting codes and circuits computing functions with high nonlinearity. combining this with known coding theory results, we show that functions with $n$ inputs and $n$ outputs with the highest possible nonlinearity must have at least $2.32n$ and gates. we further show that one cannot prove stronger lower bounds by only appealing to the nonlinearity of a function; we show a bilinear circuit computing a function with almost optimal nonlinearity with the number of and gates being exactly the length of such a shortest code.   additionally we provide a function which, for general circuits, has multiplicative complexity at least $2n-3$.   finally we study the multiplicative complexity of ""almost all"" functions. we show that every function with $n$ bits of input and $m$ bits of output can be computed using at most $2.5(1+o(1))\sqrt{m2^n}$ and gates.",,7/23/2014,2/22/2018,"['find', 'boyar']",['cs']
77,62,1401.7479999999998,np is contained in dtime(n^o(log^{gamma})),['cs.cc'],we use existential diophantine predicates carefully reinterpreted over the reals and the time complexity of tarski algebra to show that 3-cnf sat is in n^o(log^{gamma} n) time for an absolute positive constant gamma.,,1/29/2014,3/9/2018,['litow'],['math']
78,40,1307.2783,coping with unreliable workers in internet-based computing: an   evaluation of reputation mechanisms,"['cs.dc', 'cs.gt']","we present reputation-based mechanisms for building reliable task computing systems over the internet. the most characteristic examples of such systems are the volunteer computing and the crowdsourcing platforms. in both examples end users are offering over the internet their computing power or their human intelligence to solve tasks either voluntarily or under payment. while the main advantage of these systems is the inexpensive computational power provided, the main drawback is the untrustworthy nature of the end users. generally, this type of systems are modeled under the ""master-worker"" setting. a ""master"" has a set of tasks to compute and instead of computing them locally she sends these tasks to available ""workers"" that compute and report back the task results. we categorize these workers in three generic types: altruistic, malicious and rational. altruistic workers that always return the correct result, malicious workers that always return an incorrect result, and rational workers that decide to reply or not truthfully depending on what increases their benefit. we design a reinforcement learning mechanism to induce a correct behavior to rational workers, while the mechanism is complemented by four reputation schemes that cope with malice. the goal of the mechanism is to reach a state of eventual correctness, that is, a stable state of the system in which the master always obtains the correct task results. analysis of the system gives provable guarantees under which truthful behavior can be ensured. finally, we observe the behavior of the mechanism through simulations that use realistic system parameters values. simulations not only agree with the analysis but also reveal interesting trade-offs between various metrics and parameters. finally, the four reputation schemes are assessed against the tolerance to cheaters.",,7/10/2013,3/19/2018,"['christoforou', 'anta', 'georgiou', 'mosteiro', 'sanchez']",['cs']
79,81,1406.1758,scaling limits and influence of the seed graph in preferential   attachment trees,"['math.pr', 'cs.dm', 'math.st', 'stat.th']","we are interested in the asymptotics of random trees built by linear preferential attachment, also known in the literature as barab\'asi-albert trees or plane-oriented recursive trees. we first prove a conjecture of bubeck, mossel \& r\'acz concerning the influence of the seed graph on the asymptotic behavior of such trees. separately we study the geometric structure of nodes of large degrees in a plane version of barab\'asi-albert trees via their associated looptrees. as the number of nodes grows, we show that these looptrees, appropriately rescaled, converge in the gromov-hausdorff sense towards a random compact metric space which we call the brownian looptree. the latter is constructed as a quotient space of aldous' brownian continuum random tree and is shown to have almost sure hausdorff dimension $2$.",,6/6/2014,,"['curien', 'duquesne', 'kortchemski', 'manolescu']",['math']
80,31,1210.5065,realizability algebras iii: some examples,"['cs.lo', 'math.lo']","we use the technique of ""classical realizability"" to build new models of zf + dc in which r is not well ordered. this gives new relative consistency results, probably not obtainable by forcing. this gives also a new method to get programs from proofs of arithmetical formulas with dependent choice.",10.1017/s0960129516000050,10/18/2012,10/2/2013,['krivine'],['cs']
81,20,1112.0857,i/o efficient bisimulation partitioning on very large directed acyclic   graphs,"['cs.ds', 'cs.db']","in this paper we introduce the first efficient external-memory algorithm to compute the bisimilarity equivalence classes of a directed acyclic graph (dag). dags are commonly used to model data in a wide variety of practical applications, ranging from xml documents and data provenance models, to web taxonomies and scientific workflows. in the study of efficient reasoning over massive graphs, the notion of node bisimilarity plays a central role. for example, grouping together bisimilar nodes in an xml data set is the first step in many sophisticated approaches to building indexing data structures for efficient xpath query evaluation. to date, however, only internal-memory bisimulation algorithms have been investigated. as the size of real-world dag data sets often exceeds available main memory, storage in external memory becomes necessary. hence, there is a practical need for an efficient approach to computing bisimulation in external memory.   our general algorithm has a worst-case io-complexity of o(sort(|n| + |e|)), where |n| and |e| are the numbers of nodes and edges, resp., in the data graph and sort(n) is the number of accesses to external memory needed to sort an input of size n. we also study specializations of this algorithm to common variations of bisimulation for tree-structured xml data sets. we empirically verify efficient performance of the algorithms on graphs and xml documents having billions of nodes and edges, and find that the algorithms can process such graphs efficiently even when very limited internal memory is available. the proposed algorithms are simple enough for practical implementation and use, and open the door for further study of external-memory bisimulation algorithms. to this end, the full open-source c++ implementation has been made freely available.",10.1145/2213836.2213899,12/5/2011,,"['hellings', 'fletcher', 'haverkort']",['math']
82,22,1202.4707,a para-model agent for dynamical systems,"['math.oc', 'cs.sy']","consider a dynamical system $u \mapsto x, \dot{x} = f_{nl}(x,u)$ where $f_{nl}$ is a nonlinear (convex or nonconvex) function, or a combination of nonlinear functions that can eventually switch. we present, in this preliminary work, a generalization of the standard model-free control, that can either control the dynamical system, given an output reference trajectory, or optimize the dynamical system as a derivative-free optimization based ""extremum-seeking"" procedure. multiple applications are presented and the robustness of the proposed method is studied in simulation.",,2/21/2012,3/11/2018,['michel'],['cs']
83,67,1402.3329,differential privacy: an economic method for choosing epsilon,['cs.db'],"differential privacy is becoming a gold standard for privacy research; it offers a guaranteed bound on loss of privacy due to release of query results, even under worst-case assumptions. the theory of differential privacy is an active research area, and there are now differentially private algorithms for a wide range of interesting problems.   however, the question of when differential privacy works in practice has received relatively little attention. in particular, there is still no rigorous method for choosing the key parameter $\epsilon$, which controls the crucial tradeoff between the strength of the privacy guarantee and the accuracy of the published results.   in this paper, we examine the role that these parameters play in concrete applications, identifying the key questions that must be addressed when choosing specific values. this choice requires balancing the interests of two different parties: the data analyst and the prospective participant, who must decide whether to allow their data to be included in the analysis. we propose a simple model that expresses this balance as formulas over a handful of parameters, and we use our model to choose $\epsilon$ on a series of simple statistical studies. we also explore a surprising insight: in some circumstances, a differentially private study can be more accurate than a non-private study for the same cost, under our model. finally, we discuss the simplifying assumptions in our model and outline a research agenda for possible refinements.",10.1109/csf.2014.35,2/13/2014,,"['hsu', 'gaboardi', 'haeberlen', 'khanna', 'narayan', 'pierce', 'roth']",['math']
84,66,1402.3210000000001,on the convergence of approximate message passing with arbitrary   matrices,"['cs.it', 'math.it']","approximate message passing (amp) methods and their variants have attracted considerable recent attention for the problem of estimating a random vector $\mathbf{x}$ observed through a linear transform $\mathbf{a}$. in the case of large i.i.d. zero-mean gaussian $\mathbf{a}$, the methods exhibit fast convergence with precise analytic characterizations on the algorithm behavior. however, the convergence of amp under general transforms $\mathbf{a}$ is not fully understood. in this paper, we provide sufficient conditions for the convergence of a damped version of the generalized amp (gamp) algorithm in the case of quadratic cost functions (i.e., gaussian likelihood and prior). it is shown that, with sufficient damping, the algorithm is guaranteed to converge, although the amount of damping grows with peak-to-average ratio of the squared singular values of the transforms $\mathbf{a}$. this result explains the good performance of amp on i.i.d. gaussian transforms $\mathbf{a}$, but also their difficulties with ill-conditioned or non-zero-mean transforms $\mathbf{a}$. a related sufficient condition is then derived for the local stability of the damped gamp method under general cost functions, assuming certain strict convexity conditions.",,2/13/2014,3/2/2018,"['rangan', 'schniter', 'fletcher', 'sarkar']",['cs']
85,51,1312.0049,one-class classification: taxonomy of study and review of techniques,"['cs.lg', 'cs.ai']","one-class classification (occ) algorithms aim to build classification models when the negative class is either absent, poorly sampled or not well defined. this unique situation constrains the learning of efficient classifiers by defining class boundary just with the knowledge of positive class. the occ problem has been considered and applied under many research themes, such as outlier/novelty detection and concept learning. in this paper we present a unified view of the general problem of occ by presenting a taxonomy of study for occ problems, which is based on the availability of training data, algorithms used and the application domains applied. we further delve into each of the categories of the proposed taxonomy and present a comprehensive literature review of the occ algorithms, techniques and methodologies with a focus on their significance, limitations and applications. we conclude our paper by discussing some open research problems in the field of occ and present our vision for future research.",10.1017/s026988891300043x,11/29/2013,,"['khan', 'madden']",['math']
86,88,1408.0135,"new data, new possibilities: exploring the insides of altmetric.com",['cs.dl'],"this paper analyzes altmetric.com, one of the most important altmetric data providers currently used. we have analyzed a set of publications with doi number indexed in the web of science during the period 2011-2013 and collected their data with the altmetric api. 19% of the original set of papers was retrieved from altmetric.com including some altmetric data. we identified 16 different social media sources from which altmetric.com retrieves data. however five of them cover 95.5% of the total set. twitter (87.1%) and mendeley (64.8%) have the highest coverage. we conclude that altmetric.com is a transparent, rich and accurate tool for altmetric data. nevertheless, there are still potential limitations on its exhaustiveness as well as on the selection of social media sources that need further research.",10.3145/epi.2014.jul.03,8/1/2014,,"['robinson-garcía', 'torres-salinas', 'zahedi', 'costas']",['cs']
87,52,1312.1001,optimal detection of intersections between convex polyhedra,['cs.cg'],"for a polyhedron $p$ in $\mathbb{r}^d$, denote by $|p|$ its combinatorial complexity, i.e., the number of faces of all dimensions of the polyhedra. in this paper, we revisit the classic problem of preprocessing polyhedra independently so that given two preprocessed polyhedra $p$ and $q$ in $\mathbb{r}^d$, each translated and rotated, their intersection can be tested rapidly.   for $d=3$ we show how to perform such a test in $o(\log |p| + \log |q|)$ time after linear preprocessing time and space. this running time is the best possible and improves upon the last best known query time of $o(\log|p| \log|q|)$ by dobkin and kirkpatrick (1990).   we then generalize our method to any constant dimension $d$, achieving the same optimal $o(\log |p| + \log |q|)$ query time using a representation of size $o(|p|^{\lfloor d/2\rfloor + \varepsilon})$ for any $\varepsilon>0$ arbitrarily small. this answers an even older question posed by dobkin and kirkpatrick 30 years ago.   in addition, we provide an alternative $o(\log |p| + \log |q|)$ algorithm to test the intersection of two convex polygons $p$ and $q$ in the plane.",,12/3/2013,2/19/2018,"['barba', 'langerman']",['math']
88,60,1401.5791,advanced signal processing techniqes to study normal and epileptic eeg,['cs.ce'],"eeg monitoring has an important milestone provide valuable information of those candidates who suffer from epilepsy.in this paper human normal and epileptic electroencephalogram signals are analyzed with popular and efficient signal processing techniques like fourier and wavelet transform. the delta, theta, alpha, beta and gamma sub bands of eeg are obtained and studied for detection of seizure and epilepsy. the extracted feature is then applied to ann for classification of the eeg signals.",,1/22/2014,,['dash'],['cs']
89,15,1103.1091,a generalization of hopcroft-karp algorithm for semi-matchings and   covers in bipartite graphs (maximum semi-matching problem in bipartite   graphs),['cs.ds'],"an $(f,g)$-semi-matching in a bipartite graph $g=(u \cup v,e)$ is a set of edges $m \subseteq e$ such that each vertex $u\in u$ is incident with at most $f(u)$ edges of $m$, and each vertex $v\in v$ is incident with at most $g(v)$ edges of $m$. in this paper we give an algorithm that for a graph with $n$ vertices and $m$ edges, $n\le m$, constructs a maximum $(f,g)$-semi-matching in running time $o(m\cdot \min (\sqrt{\sum_{u\in u}f(u)}, \sqrt{\sum_{v\in v}g(v)}))$. using the reduction of [5], our result on maximum $(f,g)$-semi-matching problem directly implies an algorithm for the optimal semi-matching problem with running time $o(\sqrt{n}m \log n)$.",10.7151/dmgt.1694,3/5/2011,3/27/2018,"['katrenic', 'semanisin']",['math']
90,11,1006.0719,why gabor frames? two fundamental measures of coherence and their role   in model selection,"['math.st', 'cs.it', 'math.it', 'stat.ml', 'stat.th']","this paper studies non-asymptotic model selection for the general case of arbitrary design matrices and arbitrary nonzero entries of the signal. in this regard, it generalizes the notion of incoherence in the existing literature on model selection and introduces two fundamental measures of coherence---termed as the worst-case coherence and the average coherence---among the columns of a design matrix. it utilizes these two measures of coherence to provide an in-depth analysis of a simple, model-order agnostic one-step thresholding (ost) algorithm for model selection and proves that ost is feasible for exact as well as partial model selection as long as the design matrix obeys an easily verifiable property. one of the key insights offered by the ensuing analysis in this regard is that ost can successfully carry out model selection even when methods based on convex optimization such as the lasso fail due to the rank deficiency of the submatrices of the design matrix. in addition, the paper establishes that if the design matrix has reasonably small worst-case and average coherence then ost performs near-optimally when either (i) the energy of any nonzero entry of the signal is close to the average signal energy per nonzero entry or (ii) the signal-to-noise ratio in the measurement system is not too high. finally, two other key contributions of the paper are that (i) it provides bounds on the average coherence of gaussian matrices and gabor frames, and (ii) it extends the results on model selection using ost to low-complexity, model-order agnostic recovery of sparse signals with arbitrary nonzero entries.",10.1109/jcn.2010.6388466,6/3/2010,7/2/2010,"['bajwa', 'calderbank', 'jafarpour']",['cs']
91,64,1402.1526,dual query: practical private query release for high dimensional data,"['cs.ds', 'cs.cr', 'cs.db', 'cs.lg']","we present a practical, differentially private algorithm for answering a large number of queries on high dimensional datasets. like all algorithms for this task, ours necessarily has worst-case complexity exponential in the dimension of the data. however, our algorithm packages the computationally hard step into a concisely defined integer program, which can be solved non-privately using standard solvers. we prove accuracy and privacy theorems for our algorithm, and then demonstrate experimentally that our algorithm performs well in practice. for example, our algorithm can efficiently and accurately answer millions of queries on the netflix dataset, which has over 17,000 attributes; this is an improvement on the state of the art by multiple orders of magnitude.",,2/6/2014,11/18/2015,"['gaboardi', 'arias', 'hsu', 'roth', 'wu']",['math']
92,87,1407.6845,higher-order approximate relational refinement types for mechanism   design and differential privacy,"['cs.pl', 'cs.gt']","mechanism design is the study of algorithm design in which the inputs to the algorithm are controlled by strategic agents, who must be incentivized to faithfully report them. unlike typical programmatic properties, it is not sufficient for algorithms to merely satisfy the property---incentive properties are only useful if the strategic agents also believe this fact.   verification is an attractive way to convince agents that the incentive properties actually hold, but mechanism design poses several unique challenges: interesting properties can be sophisticated relational properties of probabilistic computations involving expected values, and mechanisms may rely on other probabilistic properties, like differential privacy, to achieve their goals.   we introduce a relational refinement type system, called $\mathsf{hoare}^2$, for verifying mechanism design and differential privacy. we show that $\mathsf{hoare}^2$ is sound w.r.t. a denotational semantics, and correctly models $(\epsilon,\delta)$-differential privacy; moreover, we show that it subsumes dfuzz, an existing linear dependent type system for differential privacy. finally, we develop an smt-based implementation of $\mathsf{hoare}^2$ and use it to verify challenging examples of mechanism design, including auctions and aggregative games, and new proposed examples from differential privacy.",10.1145/2676726.2677000,7/25/2014,10/29/2014,"['barthe', 'gaboardi', 'arias', 'hsu', 'roth', 'strub']",['cs']
93,36,1302.4808,verifying the consistency of remote untrusted services with   conflict-free operations,['cs.dc'],"a group of mutually trusting clients outsources a computation service to a remote server, which they do not fully trust and that may be subject to attacks. the clients do not communicate with each other and would like to verify the correctness of the remote computation and the consistency of the server's responses. this paper presents the conflict-free operation verification protocol (cop) that ensures linearizability when the server is correct and preserves fork-linearizability in any other case. all clients that observe each other's operations are consistent, in the sense that their own operations and those operations of other clients that they see are linearizable. if the server forks two clients by hiding an operation, these clients never again see operations of each other. cop supports wait-free client operations in the sense that when executed with a correct server, non-conflicting operations can run without waiting for other clients, allowing more parallelism than earlier protocols. a conflict arises when an operation causes a subsequent operation to produce a different output value for the client who runs it. the paper gives a precise model for the guarantees of cop and includes a formal analysis that these are achieved.",10.1007/978-3-319-14472-6_1,2/20/2013,3/26/2018,"['cachin', 'ohrimenko']",['math']
94,79,1405.0718,generalized signal alignment: on the achievable dof for multi-user mimo   two-way relay channels,"['cs.it', 'math.it']","this paper studies the achievable degrees of freedom for multi-user mimo two-way relay channels, where there are $k$ source nodes, each equipped with $m$ antennas, one relay node, equipped with $n$ antennas, and each source node exchanges independent messages with an arbitrary set of other source nodes via the relay. by allowing an arbitrary information exchange pattern, the considered channel model is a unified one. it includes several existing channel models as special cases: $k$-user mimo y channel, multi-pair mimo two-way relay channel, generalized mimo two-way x relay channel, and $l$-cluster mimo multiway relay channel. previous studies mainly considered the achievability of the dof cut-set bound $2n$ at the antenna configuration $n < 2m$ by applying signal alignment. this work aims to investigate the achievability of the dof cut-set bound $km$ for the case $n\geq 2m$. to this end, we first derive tighter dof upper bounds for three special cases of the considered channel model. then, we propose a new transmission framework, generalized signal alignment, to approach these bounds. the notion of gsa is to form network-coded symbols by aligning every pair of signals to be exchanged in a compressed subspace at the relay. a necessary and sufficient condition to construct the relay compression matrix is given. we show that using gsa, the new dof upper bound is achievable when i) $\frac{n}{m} \in \big(0, 2+\frac{4}{k(k-1)}\big] \cup \big[k-2, +\infty\big)$ for the $k$-user mimo y channel; ii) $\frac{n}{m} \in \big(0, 2+\frac{4}{k}\big] \cup \big[k-2, +\infty\big)$ for the multi-pair mimo two-way relay channel; iii) $\frac{n}{m} \in \big(0, 2+\frac{8}{k^2}\big] \cup \big[k-2, +\infty\big)$ for the generalized mimo two-way x relay channel. we also provide the antenna configuration regions for the general multi-user mimo two-way relay channel to achieve the total dof $km$.",10.1109/tit.2015.2420100,5/4/2014,4/2/2015,"['liu', 'tao']",['cs']
95,10,1004.4939999999999,fauxcrypt - a method of text obfuscation,['cs.cr'],"warnings have been raised about the steady diminution of privacy. more and more personal information, such as that contained electronic mail, is moving to cloud computing servers where it might be machine-searched and indexed. fauxcrypt is an algorithm for modification of a plaintext document that leaves it generally readable by a person but not readily searched or indexed by machine. the algorithm employs a dictionary substitution of selected words, and an obfuscating transposition of letters in other words. the obfuscation is designed to leave the words understandable, although they are badly spelled. fauxcrypt is free, open source software, with source code available.",,4/27/2010,2/12/2018,['gualtieri'],['math']
96,75,1404.3368,near-optimal sample compression for nearest neighbors,"['cs.lg', 'cs.cc']","we present the first sample compression algorithm for nearest neighbors with non-trivial performance guarantees. we complement these guarantees by demonstrating almost matching hardness lower bounds, which show that our bound is nearly optimal. our result yields new insight into margin-based nearest neighbor classification in metric spaces and allows us to significantly sharpen and simplify existing bounds. some encouraging empirical results are also presented.",,4/13/2014,3/26/2018,"['gottlieb', 'kontorovich', 'nisnevitch']",['cs']
97,54,1312.3748,on eavesdropper-tolerance capability of two-hop wireless networks,"['cs.it', 'math.it']","two-hop wireless network serves as the basic net-work model for the study of general wireless networks, while cooperative jamming is a promising scheme to achieve the physi-cal layer security. this paper establishes a theoretical framework for the study of eavesdropper-tolerance capability (i.e., the exact maximum number of eavesdroppers that can be tolerated) in a two-hop wireless network, where the cooperative jamming is adopted to ensure security defined by secrecy outage probability (sop) and opportunistic relaying is adopted to guarantee relia-bility defined by transmission outage probability (top). for the concerned network, closed form modeling for both sop and top is first conducted based on the central limit theorem. with the help of sop and top models and also the stochastic ordering theory, the model for eavesdropper-tolerance capability analysis is then developed. finally, extensive simulation and numerical results are provided to illustrate the efficiency of our theoretical framework as well as the eavesdropper-tolerance capability of the concerned network from adopting cooperative jamming and opportunistic relaying.",10.1109/tsc.2015.2478453,12/13/2013,,"['zhang', 'shen', 'wang', 'jiang']",['math']
98,97,1409.3954,mimo-mc radar: a mimo radar approach based on matrix completion,"['cs.it', 'math.it', 'stat.ap']","in a typical mimo radar scenario, transmit nodes transmit orthogonal waveforms, while each receive node performs matched filtering with the known set of transmit waveforms, and forwards the results to the fusion center. based on the data it receives from multiple antennas, the fusion center formulates a matrix, which, in conjunction with standard array processing schemes, such as music, leads to target detection and parameter estimation. in mimo radars with compressive sensing (mimo-cs), the data matrix is formulated by each receive node forwarding a small number of compressively obtained samples. in this paper, it is shown that under certain conditions, in both sampling cases, the data matrix at the fusion center is low-rank, and thus can be recovered based on knowledge of a small subset of its entries via matrix completion (mc) techniques. leveraging the low-rank property of that matrix, we propose a new mimo radar approach, termed, mimo-mc radar, in which each receive node either performs matched filtering with a small number of randomly selected dictionary waveforms or obtains sub-nyquist samples of the received signal at random sampling instants, and forwards the results to a fusion center. based on the received samples, and with knowledge of the sampling scheme, the fusion center partially fills the data matrix and subsequently applies mc techniques to estimate the full matrix. mimo-mc radars share the advantages of the recently proposed mimo-cs radars, i.e., high resolution with reduced amounts of data, but unlike mimo-cs radars do not require grid discretization. the mimo-mc radar concept is illustrated through a linear uniform array configuration, and its target estimation performance is demonstrated via simulations.",10.1109/taes.2015.140452,9/13/2014,,"['sun', 'bajwa', 'petropulu']",['cs']
99,39,1306.2595,capacity scaling in mimo systems with general unitarily invariant random   matrices,"['cs.it', 'math.it']","we investigate the capacity scaling of mimo systems with the system dimensions. to that end, we quantify how the mutual information varies when the number of antennas (at either the receiver or transmitter side) is altered. for a system comprising $r$ receive and $t$ transmit antennas with $r>t$, we find the following: by removing as many receive antennas as needed to obtain a square system (provided the channel matrices before and after the removal have full rank) the maximum resulting loss of mutual information over all signal-to-noise ratios (snrs) depends only on $r$, $t$ and the matrix of left-singular vectors of the initial channel matrix, but not on its singular values. in particular, if the latter matrix is haar distributed the ergodic rate loss is given by $\sum_{t=1}^{t}\sum_{r=t+1}^{r}\frac{1}{r-t}$ nats. under the same assumption, if $t,r\to \infty$ with the ratio $\phi\triangleq t/r$ fixed, the rate loss normalized by $r$ converges almost surely to $h(\phi)$ bits with $h(\cdot)$ denoting the binary entropy function. we also quantify and study how the mutual information as a function of the system dimensions deviates from the traditionally assumed linear growth in the minimum of the system dimensions at high snr.",,6/11/2013,3/5/2018,"['çakmak', 'müller', 'fleury']",['cs']
